JDTDB,Calendar Date (TDB),X,Y,Z,VX,VY,VZ,R_AU,V_AU_PER_DAY
2461236.5,A.D. 2026-Jul-15 00:00:00.0000,0.1940097519939277,-0.3932677799014289,-0.049933237971006,0.0196018930765156,0.0138497904024571,-0.0006659667552672,0.4413532132335882,0.0240102981675419
2461241.5,A.D. 2026-Jul-20 00:00:00.0000,0.2818480120344146,-0.3075012043326097,-0.0509803128227479,0.0151534329570618,0.0203517038014328,0.0002733949525993,0.4202312278368447,0.0253750492177952
2461246.5,A.D. 2026-Jul-25 00:00:00.0000,0.341440395957084,-0.1914382970922656,-0.0469608265305104,0.0082453999602119,0.0258238293264225,0.0013541816993096,0.3942530720404668,0.0271420446845628
2461251.5,A.D. 2026-Jul-30 00:00:00.0000,0.3597854725219532,-0.0528924991405943,-0.037320879291214,-0.0013525037898756,0.029093222587895,0.0025016577908197,0.3655626495339099,0.0292318859937706
2461256.5,A.D. 2026-Aug-04 00:00:00.0000,0.3240822230643142,0.0927487063496387,-0.0221439335542435,-0.0131923308678037,0.0283021034140774,0.00352291386198,0.3378194245881876,0.0314238376629219
2461261.5,A.D. 2026-Aug-09 00:00:00.0000,0.2275962031880602,0.219878788300952,-0.0029049981972705,-0.0251053281097006,0.0214223758894393,0.0040532952801732,0.3164729882072746,0.0332509381953717
2461266.5,A.D. 2026-Aug-14 00:00:00.0000,0.0800798465189779,0.2964547422928688,0.0168827837499277,-0.0327999270796384,0.0083927288577893,0.0036941834537021,0.3075438577399671,0.0340575998200046
2461271.5,A.D. 2026-Aug-19 00:00:00.0000,-0.0870558118144047,0.3000971662211324,0.0325095641054705,-0.0326674960822817,-0.0068043866610432,0.002440068675839,0.3141558455654561,0.0334577182913253
2461276.5,A.D. 2026-Aug-24 00:00:00.0000,-0.2348046414854481,0.2339697433552867,0.0406563808298427,-0.0255684956416118,-0.0187966069803693,0.0008089203984445,0.3339580838533928,0.0317445232372549
2461281.5,A.D. 2026-Aug-29 00:00:00.0000,-0.3375902669199031,0.1214997080755525,0.0408920217058103,-0.0153381157748935,-0.0252738524671532,-0.0006587217463105,0.3611115129993564,0.0295712584851326
2461286.5,A.D. 2026-Sep-03 00:00:00.0000,-0.3882430087799499,-0.0106762417236494,0.0347357651891545,-0.0050801559340012,-0.0269161751102592,-0.0017337641688725,0.3899399817755626,0.0274462093024369
2461291.5,A.D. 2026-Sep-08 00:00:00.0000,-0.390757047935157,-0.1421275567206874,0.0242236108337562,0.0037917381138825,-0.0252250488577727,-0.0024092583549267,0.4165070182028342,0.0256219611587808
2461296.5,A.D. 2026-Sep-13 00:00:00.0000,-0.3533019660029525,-0.2594419348104071,0.0112009532230778,0.0108897053693996,-0.0214279214312307,-0.0027499428567189,0.438472186202072,0.024193050357707
2461301.5,A.D. 2026-Sep-18 00:00:00.0000,-0.2848027812694614,-0.354242127663798,-0.0028290114533548,0.0162243269571759,-0.0163215784885861,-0.0028219046352889,0.4545416510468523,0.0231858977687535
2461306.5,A.D. 2026-Sep-23 00:00:00.0000,-0.1938269000659831,-0.4212892862110497,-0.0166523685630801,0.0198967138400708,-0.0103881242735865,-0.0026738167679586,0.4640375321503262,0.0226040183079416
2461311.5,A.D. 2026-Sep-28 00:00:00.0000,-0.0884855705840648,-0.4572431103759855,-0.0292521980384058,0.0219764651436741,-0.0039236138940246,-0.0023362575288373,0.4666440284392068,0.0224458874950748
2461316.5,A.D. 2026-Oct-03 00:00:00.0000,0.0232750041932065,-0.4599854771536586,-0.0397265988307776,0.0224552350519592,0.0028652732904542,-0.0018253522351346,0.4622840768046573,0.0227107746025986
2461321.5,A.D. 2026-Oct-08 00:00:00.0000,0.1332254116200831,-0.4283710201924991,-0.0472271930398374,0.0212254278673511,0.0097835243536894,-0.0011471699553684,0.4510888482378223,0.0233998319617441
2461326.5,A.D. 2026-Oct-13 00:00:00.0000,0.2323234864567537,-0.3623689472891269,-0.0509221481800916,0.0180684857664016,0.0165644686547918,-0.0003034589062657,0.4334495604959436,0.0245141568693282
2461331.5,A.D. 2026-Oct-18 00:00:00.0000,0.3101657618247128,-0.2636972166338235,-0.0499976939413582,0.0126634201184115,0.0227506277235262,0.0006978336235239,0.4101692227217735,0.0260468854697829
2461336.5,A.D. 2026-Oct-23 00:00:00.0000,0.3546316490177575,-0.1372103298455846,-0.0437389041788992,0.004670388004614,0.0275072758261592,0.0018196592944534,0.3827575901796841,0.0279602200892256
2461341.5,A.D. 2026-Oct-28 00:00:00.0000,0.3524147667938602,0.0066213057256618,-0.0317810528608866,-0.0059625924634357,0.0293866758356801,0.0029484702158031,0.3539068307688197,0.0301300962854393
2461346.5,A.D. 2026-Nov-02 00:00:00.0000,0.2921586427902162,0.1484067237646888,-0.0146672800295014,-0.0182281813402412,0.0263233594841943,0.0038230776315948,0.3280188368357122,0.0322459574533622
2461351.5,A.D. 2026-Nov-07 00:00:00.0000,0.172486100483819,0.2588020609298172,0.0053306149951665,-0.0290135246262707,0.0167377115157091,0.0040288888822279,0.3110600859285254,0.0337367387820409
2461356.5,A.D. 2026-Nov-12 00:00:00.0000,0.0122481091434356,0.3071868588086434,0.023981253559767,-0.0337563036852667,0.0021462825165942,0.0032714044072536,0.3083648535819359,0.0339822991265863
2461361.5,A.D. 2026-Nov-17 00:00:00.0000,-0.1513121319049038,0.2805902147472337,0.0368087900102131,-0.0304251227533051,-0.0122844572169902,0.0017865387623711,0.320906710580383,0.0328601233171636
2461366.5,A.D. 2026-Nov-22 00:00:00.0000,-0.2827442119288391,0.1922807921078956,0.0416462178702229,-0.0215739432654369,-0.0220960255403346,0.0001728981406831,0.3444569637208603,0.030882021735412
2461371.5,A.D. 2026-Nov-27 00:00:00.0000,-0.364387608022499,0.0688560037163174,0.039047435546206,-0.0110617412196547,-0.0264391816930792,-0.0011461829542278,0.3728862834040359,0.0286828552061127
2461376.5,A.D. 2026-Dec-02 00:00:00.0000,-0.3946517796560068,-0.0650578615621071,0.0308791318124626,-0.0012725924039178,-0.0265514299580013,-0.0020531800787011,0.4011683852426299,0.0266610853619415
2461381.5,A.D. 2026-Dec-07 00:00:00.0000,-0.3798578634077568,-0.192049380227491,0.0191439954908187,0.0068927144707841,-0.023882711303183,-0.0025839716089298,0.4260768163158164,0.0249914049473554
2461386.5,A.D. 2026-Dec-12 00:00:00.0000,-0.3287266099998337,-0.3010152340904056,0.0055492736931314,0.0132637684124987,-0.019478746926352,-0.0028083889235295,0.4457601930578881,0.023732597469874
2461391.5,A.D. 2026-Dec-17 00:00:00.0000,-0.2500935419342522,-0.3850453457890547,-0.0085299498744909,0.0179112073648528,-0.0139913837061487,-0.0027861824621127,0.4592161343810707,0.0228983182786777
2461396.5,A.D. 2026-Dec-22 00:00:00.0000,-0.1523221445382884,-0.4397858582250414,-0.0219707907210744,0.0209320613239496,-0.0078134484328746,-0.0025583550514917,0.4659359960943012,0.0224888049538491
2461401.5,A.D. 2026-Dec-27 00:00:00.0000,-0.0434098554926657,-0.462448051875566,-0.0338118472592884,0.0223677733108168,-0.0011945941440052,-0.0021491105499393,0.4657100570660738,0.0225025112867173
